id,condition,if_search_factor,start,end,duration,time_diff_exploration,chart,code,time_elapse_from_start,search_content
13,foresight,non-search,1.48987E+12,1.48987E+12,103,109516,Amazon.com,18155,12259,
13,foresight,non-search,1.48987E+12,1.48987E+12,81,109516,Berkshire Hathaway,18957,12362,
13,foresight,non-search,1.48987E+12,1.48987E+12,50,109516,Exxon Mobil ,13433,12443,
13,foresight,non-search,1.48987E+12,1.48987E+12,141,109516,Microsoft ,13829,12493,
13,foresight,non-search,1.48987E+12,1.48987E+12,187,109516,Alphabet ,103702,12634,
13,foresight,non-search,1.48987E+12,1.48987E+12,576,109516,Apple,13040,12821,
13,foresight,non-search,1.48987E+12,1.48987E+12,701,109516,Alphabet ,103702,13397,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Apple,13040,14098,
,,,1.48987E+12,1.48987E+12,1,,,,,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Consol Energy,18203,29661,
13,foresight,non-search,1.48987E+12,1.48987E+12,25,109516,Kimco Realty,18662,29755,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Linear Technology ,13745,29780,
13,foresight,non-search,1.48987E+12,1.48987E+12,49,109516,D.R. Horton,13337,29804,
13,foresight,non-search,1.48987E+12,1.48987E+12,48,109516,McCormick & Company,13794,29853,
13,foresight,non-search,1.48987E+12,1.48987E+12,140,109516,Eastman Chemical,13399,29901,
13,foresight,non-search,1.48987E+12,1.48987E+12,200,109516,Vulcan Materials,14390,30041,
13,foresight,non-search,1.48987E+12,1.48987E+12,94,109516,Henry Schein,18238,30241,
13,foresight,non-search,1.48987E+12,1.48987E+12,492,109516,Equifax,13424,30335,
13,foresight,non-search,1.48987E+12,1.48987E+12,76,109516,Tractor Supply,18955,30827,
13,foresight,non-search,1.48987E+12,1.48987E+12,39,109516,Whirlpool ,14427,30903,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Hanesbrands,112508,30942,
13,foresight,non-search,1.48987E+12,1.48987E+12,60,109516,Agilent Technologies ,14466,30965,
13,foresight,non-search,1.48987E+12,1.48987E+12,518,109516,Autodesk,13072,31025,
13,foresight,non-search,1.48987E+12,1.48987E+12,268,109516,Marathon Oil ,14366,31543,
13,foresight,non-search,1.48987E+12,1.48987E+12,128,109516,Laboratory Corp. of America ,18666,31811,
13,foresight,non-search,1.48987E+12,1.48987E+12,246,109516,CBRE Group ,97562,31939,
13,foresight,non-search,1.48987E+12,1.48987E+12,61,109516,Microchip Technology,13826,32185,
13,foresight,non-search,1.48987E+12,1.48987E+12,80,109516,L-3 Communications Holdings,13717,32246,
13,foresight,non-search,1.48987E+12,1.48987E+12,95,109516,Sealed Air,14142,32326,
13,foresight,non-search,1.48987E+12,1.48987E+12,59,109516,Pentair ,13980,32421,
13,foresight,non-search,1.48987E+12,1.48987E+12,60,109516,EQT ,18225,32480,
13,foresight,non-search,1.48987E+12,1.48987E+12,74,109516,Regions Financial,14081,32540,
13,foresight,non-search,1.48987E+12,1.48987E+12,212,109516,CA,14668,32614,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,DTE Energy ,13387,32826,
13,foresight,non-search,1.48987E+12,1.48987E+12,180,109516,Principal Financial Group ,18709,32849,
13,foresight,non-search,1.48987E+12,1.48987E+12,82,109516,Skyworks Solutions ,12992,33029,
13,foresight,non-search,1.48987E+12,1.48987E+12,184,109516,Weyerhaeuser ,14426,33111,
13,foresight,non-search,1.48987E+12,1.48987E+12,181,109516,Fifth Third Bancorp,13447,33295,
13,foresight,non-search,1.48987E+12,1.48987E+12,253,109516,Nordstrom,13902,33476,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Fifth Third Bancorp,13447,33729,
13,foresight,non-search,1.48987E+12,1.48987E+12,61,109516,Paychex,13972,33751,
13,foresight,non-search,1.48987E+12,1.48987E+12,25,109516,American Electric Power Company ,13003,33834,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,L Brands ,13741,33859,
13,foresight,non-search,1.48987E+12,1.48987E+12,45,109516,Alexion Pharmaceuticals,81140,33883,
13,foresight,non-search,1.48987E+12,1.48987E+12,47,109516,Kinder Morgan ,174258,33928,
13,foresight,non-search,1.48987E+12,1.48987E+12,69,109516,Time Warner ,13001,33975,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,PepsiCo,13985,34044,
13,foresight,non-search,1.48987E+12,1.48987E+12,46,109516,Merck & Co.,14131,34067,
13,foresight,non-search,1.48987E+12,1.48987E+12,170,109516,Pfizer,13989,34243,
13,foresight,non-search,1.48987E+12,1.48987E+12,179,109516,Procter & Gamble ,14037,34413,
13,foresight,non-search,1.48987E+12,1.48987E+12,682,109516,AT&T,14129,34592,
13,foresight,non-search,1.48987E+12,1.48987E+12,112,109516,Procter & Gamble ,14037,35274,
13,foresight,non-search,1.48987E+12,1.48987E+12,151,109516,Pfizer,13989,35386,
13,foresight,non-search,1.48987E+12,1.48987E+12,81,109516,JPMorgan Chase ,13668,35537,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Wells Fargo,14417,35618,
13,foresight,non-search,1.48987E+12,1.48987E+12,168,109516,Johnson & Johnson,13680,35640,
13,foresight,non-search,1.48987E+12,1.48987E+12,80,109516,Facebook ,314438,35808,
13,foresight,non-search,1.48987E+12,1.48987E+12,136,109516,General Electric,13506,35888,
13,foresight,non-search,1.48987E+12,1.48987E+12,207,109516,Amazon.com,18155,36024,
13,foresight,non-search,1.48987E+12,1.48987E+12,109,109516,Berkshire Hathaway,18957,36231,
13,foresight,non-search,1.48987E+12,1.48987E+12,142,109516,Exxon Mobil ,13433,36340,
13,foresight,non-search,1.48987E+12,1.48987E+12,254,109516,Microsoft ,13829,36482,
13,foresight,non-search,1.48987E+12,1.48987E+12,756,109516,Alphabet ,103702,36736,
13,foresight,non-search,1.48987E+12,1.48987E+12,549,109516,Apple,13040,37492,
13,foresight,non-search,1.48987E+12,1.48987E+12,218,109516,Alphabet ,103702,38041,
13,foresight,non-search,1.48987E+12,1.48987E+12,535,109516,Microsoft ,13829,38259,
13,foresight,non-search,1.48987E+12,1.48987E+12,2810,109516,Alphabet ,103702,38794,
13,foresight,non-search,1.48987E+12,1.48987E+12,555,109516,Microsoft ,13829,41604,
13,foresight,non-search,1.48987E+12,1.48987E+12,767,109516,Exxon Mobil ,13433,42159,
13,foresight,non-search,1.48987E+12,1.48987E+12,452,109516,Microsoft ,13829,42926,
13,foresight,non-search,1.48987E+12,1.48987E+12,237,109516,Alphabet ,103702,43378,
13,foresight,non-search,1.48987E+12,1.48987E+12,1163,109516,Apple,13040,43615,
13,foresight,non-search,1.48987E+12,1.48987E+12,149,109516,Alphabet ,103702,44778,
13,foresight,non-search,1.48987E+12,1.48987E+12,165,109516,Microsoft ,13829,44927,
13,foresight,non-search,1.48987E+12,1.48987E+12,135,109516,Exxon Mobil ,13433,45092,
13,foresight,non-search,1.48987E+12,1.48987E+12,332,109516,Berkshire Hathaway,18957,45227,
13,foresight,non-search,1.48987E+12,1.48987E+12,316,109516,Amazon.com,18155,45559,
13,foresight,non-search,1.48987E+12,1.48987E+12,413,109516,General Electric,13506,45875,
13,foresight,non-search,1.48987E+12,1.48987E+12,174,109516,Facebook ,314438,46288,
13,foresight,non-search,1.48987E+12,1.48987E+12,130,109516,Johnson & Johnson,13680,46462,
13,foresight,non-search,1.48987E+12,1.48987E+12,217,109516,Wells Fargo,14417,46592,
13,foresight,non-search,1.48987E+12,1.48987E+12,134,109516,JPMorgan Chase ,13668,46809,
13,foresight,non-search,1.48987E+12,1.48987E+12,81,109516,Pfizer,13989,46943,
13,foresight,non-search,1.48987E+12,1.48987E+12,68,109516,Procter & Gamble ,14037,47024,
13,foresight,non-search,1.48987E+12,1.48987E+12,646,109516,AT&T,14129,47092,
13,foresight,non-search,1.48987E+12,1.48987E+12,39,109516,Cisco Systems,13243,47846,
13,foresight,non-search,1.48987E+12,1.48987E+12,273,109516,Kinder Morgan ,174258,47885,
13,foresight,non-search,1.48987E+12,1.48987E+12,116,109516,Time Warner ,13001,48158,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Delta Air Lines,13352,48274,
13,foresight,non-search,1.48987E+12,1.48987E+12,152,109516,Aetna ,12961,48297,
13,foresight,non-search,1.48987E+12,1.48987E+12,185,109516,Charles Schwab,13219,48449,
13,foresight,non-search,1.48987E+12,1.48987E+12,112,109516,Automatic Data Processing,13073,48634,
13,foresight,non-search,1.48987E+12,1.48987E+12,144,109516,Monsanto,18683,48746,
13,foresight,non-search,1.48987E+12,1.48987E+12,46,109516,Southern ,14182,48890,
13,foresight,non-search,1.48987E+12,1.48987E+12,142,109516,McKesson ,13799,48936,
13,foresight,non-search,1.48987E+12,1.48987E+12,96,109516,Cognizant Technology Solutions,19054,49078,
13,foresight,non-search,1.48987E+12,1.48987E+12,137,109516,LyondellBasell Industries ,174261,49174,
13,foresight,non-search,1.48987E+12,1.48987E+12,48,109516,Marsh & McLennan Companies,13780,49311,
13,foresight,non-search,1.48987E+12,1.48987E+12,315,109516,American Airlines Group ,13022,49359,
13,foresight,non-search,1.48987E+12,1.48987E+12,103,109516,Marsh & McLennan Companies,13780,49674,
13,foresight,non-search,1.48987E+12,1.48987E+12,79,109516,BB&T ,13105,49777,
13,foresight,non-search,1.48987E+12,1.48987E+12,42,109516,Cerner ,13215,49856,
13,foresight,non-search,1.48987E+12,1.48987E+12,98,109516,Welltower ,82957,49898,
13,foresight,non-search,1.48987E+12,1.48987E+12,62,109516,Brown-Forman ,13156,49996,
13,foresight,non-search,1.48987E+12,1.48987E+12,94,109516,CBS ,14380,50058,
13,foresight,non-search,1.48987E+12,1.48987E+12,83,109516,United Continental Holdings ,18797,50152,
13,foresight,non-search,1.48987E+12,1.48987E+12,61,109516,HCA Holdings ,13272,50235,
13,foresight,non-search,1.48987E+12,1.48987E+12,59,109516,Monster Beverage,107090,50296,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,L Brands ,13741,50355,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,American Electric Power Company ,13003,50398,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Intercontinental Exchange ,105078,50442,
13,foresight,non-search,1.48987E+12,1.48987E+12,29,109516,Marathon Petroleum,174342,50464,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,O'Reilly Automotive ,13943,50493,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,AFLAC ,12963,50537,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Cardinal Health ,13183,50561,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Intuit,13654,50585,
13,foresight,non-search,1.48987E+12,1.48987E+12,27,109516,Constellation Brands,13180,50607,
13,foresight,non-search,1.48987E+12,1.48987E+12,46,109516,Humana ,13603,50634,
13,foresight,non-search,1.48987E+12,1.48987E+12,45,109516,CSX ,13326,50680,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,PG&E ,13990,50725,
13,foresight,non-search,1.48987E+12,1.48987E+12,46,109516,Aon ,13035,50769,
13,foresight,non-search,1.48987E+12,1.48987E+12,38,109516,TE Connectivity ,167782,50815,
13,foresight,non-search,1.48987E+12,1.48987E+12,58,109516,Eaton Corporation ,13401,50853,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,TE Connectivity ,167782,50911,
13,foresight,non-search,1.48987E+12,1.48987E+12,45,109516,Ameriprise Financial,107151,50935,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Baxter International ,13103,50980,
13,foresight,non-search,1.48987E+12,1.48987E+12,60,109516,Ventas,19224,51114,
13,foresight,non-search,1.48987E+12,1.48987E+12,70,109516,Motorola Solutions ,13851,51174,
13,foresight,non-search,1.48987E+12,1.48987E+12,85,109516,Lam Research ,14688,51244,
13,foresight,non-search,1.48987E+12,1.48987E+12,46,109516,Verisk Analytics,171975,51329,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Discovery Communications,97572,51375,
13,foresight,non-search,1.48987E+12,1.48987E+12,40,109516,CA,14668,51397,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Regions Financial,14081,51437,
13,foresight,non-search,1.48987E+12,1.48987E+12,64,109516,Entergy ,13421,51460,
13,foresight,non-search,1.48987E+12,1.48987E+12,94,109516,Xilinx,14448,51524,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Nordstrom,13902,51618,
13,foresight,non-search,1.48987E+12,1.48987E+12,61,109516,Realty Income,19076,51661,
13,foresight,non-search,1.48987E+12,1.48987E+12,46,109516,CBRE Group ,97562,51722,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,Laboratory Corp. of America ,18666,51768,
13,foresight,non-search,1.48987E+12,1.48987E+12,65,109516,Marathon Oil ,14366,51812,
13,foresight,non-search,1.48987E+12,1.48987E+12,99,109516,Autodesk,13072,51877,
13,foresight,non-search,1.48987E+12,1.48987E+12,45,109516,Agilent Technologies ,14466,51976,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,Hanesbrands,112508,52021,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Whirlpool ,14427,52065,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Tractor Supply,18955,52108,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,Equifax,13424,52131,
13,foresight,non-search,1.48987E+12,1.48987E+12,67,109516,Henry Schein,18238,52175,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Vulcan Materials,14390,52242,
13,foresight,non-search,1.48987E+12,1.48987E+12,25,109516,Tesoro ,19020,52265,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Cameron International ,14678,52290,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Host Hotels and Resorts ,18644,52313,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,W W Grainger ,14392,52339,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Citrix Systems,13246,52366,
,,,1.48987E+12,1.48987E+12,1,,,,,
13,foresight,non-search,1.48987E+12,1.48987E+12,119,109516,Consol Energy,18203,52561,
13,foresight,non-search,1.48987E+12,1.48987E+12,25,109516,Mondelez International ,18664,60982,
13,foresight,non-search,1.48987E+12,1.48987E+12,30,109516,E*TRADE Financial,18617,61007,
13,foresight,non-search,1.48987E+12,1.48987E+12,49,109516,Eli Lilly ,13411,61037,
13,foresight,non-search,1.48987E+12,1.48987E+12,457,109516,Texas Instruments ,14281,61086,
13,foresight,non-search,1.48987E+12,1.48987E+12,133,109516,Best Buy Co ,13118,61543,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Williams Companies ,14436,61676,
13,foresight,non-search,1.48987E+12,1.48987E+12,308,109516,McDonald's ,13796,61719,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Williams Companies ,14436,62027,
13,foresight,non-search,1.48987E+12,1.48987E+12,42,109516,Eli Lilly ,13411,62049,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Dr Pepper Snapple Group,169791,62091,
13,foresight,non-search,1.48987E+12,1.48987E+12,310,109516,Michael Kors Holdings ,314517,62359,
13,foresight,non-search,1.48987E+12,1.48987E+12,178,109516,Tegna ,13496,62669,
13,foresight,non-search,1.48987E+12,1.48987E+12,352,109516,Navient,315926,62847,
13,foresight,non-search,1.48987E+12,1.48987E+12,59,109516,Navient,315926,63366,
13,foresight,non-search,1.48987E+12,1.48987E+12,241,109516,Tegna ,13496,63425,
13,foresight,non-search,1.48987E+12,1.48987E+12,444,109516,Michael Kors Holdings ,314517,63666,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Williams Companies ,14436,64197,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Keurig Green Mountain ,18784,64240,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,WEC Energy Group ,14442,64266,
13,foresight,non-search,1.48987E+12,1.48987E+12,98,109516,LyondellBasell Industries ,174261,64310,
13,foresight,non-search,1.48987E+12,1.48987E+12,118,109516,EQT ,18225,64408,
13,foresight,non-search,1.48987E+12,1.48987E+12,79,109516,Discover Financial Services,167783,64526,
13,foresight,non-search,1.48987E+12,1.48987E+12,80,109516,Cisco Systems,13243,64605,
13,foresight,non-search,1.48987E+12,1.48987E+12,100,109516,Aon ,13035,64685,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Ryder System,14117,64785,
13,foresight,non-search,1.48987E+12,1.48987E+12,65,109516,Wal-Mart Stores,14397,64828,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Coca-Cola,13264,64893,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,Pfizer,13989,64919,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,St. Jude Medical,14200,64963,
13,foresight,non-search,1.48987E+12,1.48987E+12,81,109516,PerkinElmer,13987,64986,
13,foresight,non-search,1.48987E+12,1.48987E+12,84,109516,Edwards Lifesciences,18228,65067,
13,foresight,non-search,1.48987E+12,1.48987E+12,87,109516,Realty Income,19076,65151,
13,foresight,non-search,1.48987E+12,1.48987E+12,193,109516,Edwards Lifesciences,18228,65238,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,U.S. Bancorp,14327,65589,
13,foresight,non-search,1.48987E+12,1.48987E+12,28,109516,Honeywell International,13590,65612,
13,foresight,non-search,1.48987E+12,1.48987E+12,25,109516,Mastercard ,100587,65640,
13,foresight,non-search,1.48987E+12,1.48987E+12,42,109516,TE Connectivity ,167782,65665,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Bed Bath & Beyond,13110,65707,
13,foresight,non-search,1.48987E+12,1.48987E+12,41,109516,Valero Energy ,14372,65731,
13,foresight,non-search,1.48987E+12,1.48987E+12,454,109516,Lowe's Companies,13756,65772,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,EMC ,13412,66226,
13,foresight,non-search,1.48987E+12,1.48987E+12,78,109516,Murphy Oil ,13853,66249,
13,foresight,non-search,1.48987E+12,1.48987E+12,21,109516,McGraw Hill Financial ,13797,66327,
13,foresight,non-search,1.48987E+12,1.48987E+12,39,109516,Robert Half International,14097,66348,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Time Warner ,13001,66387,
13,foresight,non-search,1.48987E+12,1.48987E+12,27,109516,People's United Financial,18700,66410,
13,foresight,non-search,1.48987E+12,1.48987E+12,39,109516,Starbucks ,14211,66437,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Zimmer Biomet Holdings ,18216,66476,
13,foresight,non-search,1.48987E+12,1.48987E+12,40,109516,SunTrust Banks,14237,66500,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,CA,14668,66540,
13,foresight,non-search,1.48987E+12,1.48987E+12,40,109516,Range Resources ,106860,66563,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Marsh & McLennan Companies,13780,66603,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,NVIDIA ,14474,66626,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Northrop Grumman ,13910,66652,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Harris ,13562,66675,
13,foresight,non-search,1.48987E+12,1.48987E+12,123,109516,Equity Residential,18623,66699,
13,foresight,non-search,1.48987E+12,1.48987E+12,21,109516,Northrop Grumman ,13910,66822,
13,foresight,non-search,1.48987E+12,1.48987E+12,27,109516,NVIDIA ,14474,66843,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Range Resources ,106860,66870,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Oracle ,13940,66892,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Airgas,12970,66915,
13,foresight,non-search,1.48987E+12,1.48987E+12,20,109516,United Rentals,14701,66939,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Fluor,14605,66959,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Lam Research ,14688,66981,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Leggett & Platt,13733,67005,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Pentair ,13980,67028,
,,,1.48987E+12,1.48987E+12,937,,,,,
13,foresight,non-search,1.48987E+12,1.48987E+12,36,109516,Allergan ,14409,72342,
13,foresight,non-search,1.48987E+12,1.48987E+12,25,109516,Paypal Holdings ,317837,72378,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Freeport-McMoRan ,13487,72403,
13,foresight,non-search,1.48987E+12,1.48987E+12,70,109516,Sealed Air,14142,72426,
13,foresight,non-search,1.48987E+12,1.48987E+12,47,109516,L-3 Communications Holdings,13717,72496,
13,foresight,non-search,1.48987E+12,1.48987E+12,210,109516,Cincinnati Financial ,13238,72543,
13,foresight,non-search,1.48987E+12,1.48987E+12,78,109516,Kansas City Southern,18788,72753,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Freeport-McMoRan ,13487,72831,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,SL Green Realty,103961,72854,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Chevron ,13228,72878,
13,foresight,non-search,1.48987E+12,1.48987E+12,41,109516,CSX ,13326,72904,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Allergan ,14409,72945,
13,foresight,non-search,1.48987E+12,1.48987E+12,46,109516,Mosaic ,104240,72971,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Pentair ,13980,73017,
13,foresight,non-search,1.48987E+12,1.48987E+12,86,109516,United Technologies ,14350,77990,
13,foresight,non-search,1.48987E+12,1.48987E+12,66,109516,Stanley Black & Decker,14209,78076,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,International Paper ,13647,78142,
13,foresight,non-search,1.48987E+12,1.48987E+12,45,109516,NextEra Energy ,13483,78164,
13,foresight,non-search,1.48987E+12,1.48987E+12,47,109516,Sempra Energy,14147,78209,
13,foresight,non-search,1.48987E+12,1.48987E+12,167,109516,WestRock ,317793,78256,
13,foresight,non-search,1.48987E+12,1.48987E+12,121,109516,Merck & Co.,14131,78423,
13,foresight,non-search,1.48987E+12,1.48987E+12,116,109516,KeyCorp,13701,78544,
13,foresight,non-search,1.48987E+12,1.48987E+12,112,109516,American International Group ,13010,78660,
13,foresight,non-search,1.48987E+12,1.48987E+12,361,109516,ACE,18217,78772,
13,foresight,non-search,1.48987E+12,1.48987E+12,209,109516,Harris ,13562,79133,
13,foresight,non-search,1.48987E+12,1.48987E+12,34,109516,Ameren,13000,79342,
13,foresight,non-search,1.48987E+12,1.48987E+12,276,109516,Biogen ,19238,79376,
13,foresight,non-search,1.48987E+12,1.48987E+12,72,109516,Ameren,13000,79652,
13,foresight,non-search,1.48987E+12,1.48987E+12,21,109516,Harris ,13562,79724,
13,foresight,non-search,1.48987E+12,1.48987E+12,64,109516,EQT ,18225,79745,
13,foresight,non-search,1.48987E+12,1.48987E+12,99,109516,WEC Energy Group ,14442,79809,
13,foresight,non-search,1.48987E+12,1.48987E+12,153,109516,Alcoa ,12978,79908,
13,foresight,non-search,1.48987E+12,1.48987E+12,81,109516,Seagate Technology ,84823,80061,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Nucor ,13918,80221,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Unum Group,14359,80245,
13,foresight,non-search,1.48987E+12,1.48987E+12,43,109516,Varian Medical Systems,14376,80271,
13,foresight,non-search,1.48987E+12,1.48987E+12,134,109516,Simon Property Group ,18728,80373,
13,foresight,non-search,1.48987E+12,1.48987E+12,255,109516,SL Green Realty,103961,80507,
13,foresight,non-search,1.48987E+12,1.48987E+12,132,109516,Kimco Realty,18662,80762,
13,foresight,non-search,1.48987E+12,1.48987E+12,173,109516,Twenty-First Century Fox ,18458,80894,
13,foresight,non-search,1.48987E+12,1.48987E+12,208,109516,BB&T ,13105,81067,
13,foresight,non-search,1.48987E+12,1.48987E+12,199,109516,Twenty-First Century Fox ,18458,81275,
13,foresight,non-search,1.48987E+12,1.48987E+12,78,109516,Kimco Realty,18662,81474,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Fastenal,13439,81552,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,GameStop ,18633,81638,
13,foresight,non-search,1.48987E+12,1.48987E+12,51,109516,Stericycle ,19085,81662,
13,foresight,non-search,1.48987E+12,1.48987E+12,59,109516,EMC ,13412,81713,
13,foresight,non-search,1.48987E+12,1.48987E+12,150,109516,Baxter International ,13103,81772,
13,foresight,non-search,1.48987E+12,1.48987E+12,115,109516,Xilinx,14448,81922,
13,foresight,non-search,1.48987E+12,1.48987E+12,61,109516,EOG Resources ,14672,82037,
13,foresight,non-search,1.48987E+12,1.48987E+12,59,109516,Columbia Pipeline Group ,317783,82098,
13,foresight,non-search,1.48987E+12,1.48987E+12,26,109516,Apartment Investment and Management ,18164,82157,
13,foresight,non-search,1.48987E+12,1.48987E+12,207,109516,Citigroup ,13244,82183,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Exelon ,14561,82390,
13,foresight,non-search,1.48987E+12,1.48987E+12,25,109516,PepsiCo,13985,82412,
13,foresight,non-search,1.48987E+12,1.48987E+12,87,109516,Wynn Resorts,19091,82437,
13,foresight,non-search,1.48987E+12,1.48987E+12,216,109516,DaVita HealthCare Partners ,18612,82524,
13,foresight,non-search,1.48987E+12,1.48987E+12,78,109516,Red Hat ,19080,82740,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Signet Jewelers,31227,82818,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Roper Technologies ,14102,82841,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Air Products & Chemicals,12968,82864,
13,foresight,non-search,1.48987E+12,1.48987E+12,45,109516,Mattel,13786,82887,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,Autodesk,13072,82932,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Genworth Financial ,103922,82955,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Cameron International ,14678,99674,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,Mallinckrodt ,315802,99698,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,FMC Technologies,18629,99742,
13,foresight,non-search,1.48987E+12,1.48987E+12,44,109516,Seagate Technology ,84823,99765,
13,foresight,non-search,1.48987E+12,1.48987E+12,23,109516,AutoNation,18175,99809,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Citrix Systems,13246,99832,
13,foresight,non-search,1.48987E+12,1.48987E+12,85,109516,Priceline Group ,97310,99856,
13,foresight,non-search,1.48987E+12,1.48987E+12,352,109516,Reynolds American,103643,99941,
13,foresight,non-search,1.48987E+12,1.48987E+12,42,109516,Citrix Systems,13246,100293,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,AutoNation,18175,100335,
13,foresight,non-search,1.48987E+12,1.48987E+12,24,109516,Netflix,83917,100357,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,Equinix ,82480,100381,
13,foresight,non-search,1.48987E+12,1.48987E+12,20,109516,FMC Technologies,18629,100403,
13,foresight,non-search,1.48987E+12,1.48987E+12,22,109516,International Business Machines ,13607,100423,
13,foresight,non-search,1.48987E+12,1.48987E+12,101,109516,Eaton Corporation ,13401,100445,
13,foresight,non-search,1.48987E+12,1.48987E+12,61,109516,Macy's,13443,104161,
13,foresight,non-search,1.48987E+12,1.48987E+12,284,109516,Fluor,14605,104222,
13,foresight,non-search,1.48987E+12,1.48987E+12,75,109516,Eli Lilly ,13411,104506,
